estudiante_id,curso_codigo,inscrito_en
5948,8781,2025-05-12 02:34:45
5388,1898,2025-05-12 02:34:45
8832,2047,2025-05-12 02:34:45
9322,3805,2025-05-12 02:34:45
7623,8883,2025-05-12 02:34:45
932,8541,2025-05-12 02:34:45
9101,1328,2025-05-12 02:34:45
4523,2366,2025-05-12 02:34:45
4024,6006,2025-05-12 02:34:45
5745,2829,2025-05-12 02:34:45
2931,8699,2025-05-12 02:34:45
3981,4817,2025-05-12 02:34:45
9265,4236,2025-05-12 02:34:45
188,1133,2025-05-12 02:34:45
181,1411,2025-05-12 02:34:45
1745,7615,2025-05-12 02:34:45
1518,5982,2025-05-12 02:34:45
3129,9129,2025-05-12 02:34:45
5781,2622,2025-05-12 02:34:45
1675,3667,2025-05-12 02:34:45
9798,1083,2025-05-12 02:34:45
1073,5576,2025-05-12 02:34:45
2210,6209,2025-05-12 02:34:45
2316,4792,2025-05-12 02:34:45
4121,8164,2025-05-12 02:34:45
7442,3994,2025-05-12 02:34:45
4312,2417,2025-05-12 02:34:45
4941,9979,2025-05-12 02:34:45
5066,5855,2025-05-12 02:34:45
1777,3430,2025-05-12 02:34:45
8174,3488,2025-05-12 02:34:45
9306,8408,2025-05-12 02:34:45
3245,2372,2025-05-12 02:34:45
7892,5394,2025-05-12 02:34:45
738,9136,2025-05-12 02:34:45
2991,8049,2025-05-12 02:34:45
191,7709,2025-05-12 02:34:45
6703,2035,2025-05-12 02:34:45
5642,5281,2025-05-12 02:34:45
6860,1024,2025-05-12 02:34:45
9559,7939,2025-05-12 02:34:45
9877,6625,2025-05-12 02:34:45
1626,9436,2025-05-12 02:34:45
1994,2661,2025-05-12 02:34:45
3252,1644,2025-05-12 02:34:45
3830,7296,2025-05-12 02:34:45
3492,6822,2025-05-12 02:34:45
1872,9956,2025-05-12 02:34:45
4144,1776,2025-05-12 02:34:45
1886,7152,2025-05-12 02:34:45
8527,2911,2025-05-12 02:34:45
5041,8947,2025-05-12 02:34:45
9032,8797,2025-05-12 02:34:45
6227,5624,2025-05-12 02:34:45
7017,9697,2025-05-12 02:34:45
7270,7621,2025-05-12 02:34:45
4980,3540,2025-05-12 02:34:45
9178,7675,2025-05-12 02:34:45
9554,5966,2025-05-12 02:34:45
8932,8289,2025-05-12 02:34:45
3706,4806,2025-05-12 02:34:45
32,7721,2025-05-12 02:34:45
7247,4445,2025-05-12 02:34:45
7402,5970,2025-05-12 02:34:45
5408,1422,2025-05-12 02:34:45
6126,9296,2025-05-12 02:34:45
7717,1832,2025-05-12 02:34:45
1477,5147,2025-05-12 02:34:45
8614,9318,2025-05-12 02:34:45
371,4711,2025-05-12 02:34:45
9512,5665,2025-05-12 02:34:45
7384,2231,2025-05-12 02:34:45
4690,9407,2025-05-12 02:34:45
2641,5661,2025-05-12 02:34:45
7976,4904,2025-05-12 02:34:45
7763,6220,2025-05-12 02:34:45
5717,2062,2025-05-12 02:34:45
8755,1206,2025-05-12 02:34:45
4882,4350,2025-05-12 02:34:45
3966,8796,2025-05-12 02:34:45
1416,1980,2025-05-12 02:34:45
1202,3463,2025-05-12 02:34:45
84,2985,2025-05-12 02:34:45
780,7549,2025-05-12 02:34:45
4049,8570,2025-05-12 02:34:45
9913,4894,2025-05-12 02:34:45
1900,6863,2025-05-12 02:34:45
6879,5362,2025-05-12 02:34:45
3601,4115,2025-05-12 02:34:45
6504,2922,2025-05-12 02:34:45
1169,9489,2025-05-12 02:34:45
3662,1005,2025-05-12 02:34:45
9050,5704,2025-05-12 02:34:45
8989,9335,2025-05-12 02:34:45
9341,9028,2025-05-12 02:34:45
6580,6521,2025-05-12 02:34:45
936,6647,2025-05-12 02:34:45
8566,4605,2025-05-12 02:34:45
4332,9676,2025-05-12 02:34:45
5210,7412,2025-05-12 02:34:45
9998,8751,2025-05-12 02:34:45
3072,9568,2025-05-12 02:34:45
8386,4030,2025-05-12 02:34:45
1678,8458,2025-05-12 02:34:45
6404,7441,2025-05-12 02:34:45
6575,2260,2025-05-12 02:34:45
7281,2978,2025-05-12 02:34:45
9151,9243,2025-05-12 02:34:45
8347,4825,2025-05-12 02:34:45
6217,8497,2025-05-12 02:34:45
3002,1014,2025-05-12 02:34:45
1078,5804,2025-05-12 02:34:45
3461,2158,2025-05-12 02:34:45
6053,6762,2025-05-12 02:34:45
3856,1064,2025-05-12 02:34:45
8790,4360,2025-05-12 02:34:45
2302,1272,2025-05-12 02:34:45
4613,2939,2025-05-12 02:34:45
6935,8388,2025-05-12 02:34:45
242,6921,2025-05-12 02:34:45
2172,2008,2025-05-12 02:34:45
9089,2870,2025-05-12 02:34:45
3130,9470,2025-05-12 02:34:45
7670,1102,2025-05-12 02:34:45
7560,7709,2025-05-12 02:34:45
4599,1565,2025-05-12 02:34:45
9345,5354,2025-05-12 02:34:45
6157,6643,2025-05-12 02:34:45
2882,6035,2025-05-12 02:34:45
9331,9879,2025-05-12 02:34:45
1341,7395,2025-05-12 02:34:45
1507,6595,2025-05-12 02:34:45
6564,4750,2025-05-12 02:34:45
1148,3910,2025-05-12 02:34:45
2729,4545,2025-05-12 02:34:45
1511,6161,2025-05-12 02:34:45
4146,4167,2025-05-12 02:34:45
5161,5721,2025-05-12 02:34:45
749,8204,2025-05-12 02:34:45
7777,5382,2025-05-12 02:34:45
1018,1433,2025-05-12 02:34:45
9353,5785,2025-05-12 02:34:45
8528,7019,2025-05-12 02:34:45
7860,9308,2025-05-12 02:34:45
2582,5688,2025-05-12 02:34:45
8304,6300,2025-05-12 02:34:45
4538,5516,2025-05-12 02:34:45
1482,3115,2025-05-12 02:34:45
7310,9544,2025-05-12 02:34:45
5544,9310,2025-05-12 02:34:45
9542,1004,2025-05-12 02:34:45
1401,7287,2025-05-12 02:34:45
732,3427,2025-05-12 02:34:45
1294,8538,2025-05-12 02:34:45
8000,5383,2025-05-12 02:34:45
354,7439,2025-05-12 02:34:45
4716,2901,2025-05-12 02:34:45
6420,6180,2025-05-12 02:34:45
9524,1315,2025-05-12 02:34:45
3180,5363,2025-05-12 02:34:45
4703,9070,2025-05-12 02:34:45
731,7075,2025-05-12 02:34:45
1559,7787,2025-05-12 02:34:45
3033,3282,2025-05-12 02:34:45
3584,1280,2025-05-12 02:34:45
806,3782,2025-05-12 02:34:45
3044,6346,2025-05-12 02:34:45
573,5538,2025-05-12 02:34:45
3494,3107,2025-05-12 02:34:45
1226,9194,2025-05-12 02:34:45
1849,2733,2025-05-12 02:34:45
4086,5184,2025-05-12 02:34:45
991,1904,2025-05-12 02:34:45
2052,7520,2025-05-12 02:34:45
70,8750,2025-05-12 02:34:45
2851,8577,2025-05-12 02:34:45
3544,3215,2025-05-12 02:34:45
1677,1896,2025-05-12 02:34:45
9951,7089,2025-05-12 02:34:45
3978,9631,2025-05-12 02:34:45
6019,2191,2025-05-12 02:34:45
8562,8950,2025-05-12 02:34:45
8489,6347,2025-05-12 02:34:45
4240,4035,2025-05-12 02:34:45
4149,1558,2025-05-12 02:34:45
660,2292,2025-05-12 02:34:45
5203,2531,2025-05-12 02:34:45
2902,9462,2025-05-12 02:34:45
8308,3997,2025-05-12 02:34:45
1733,8802,2025-05-12 02:34:46
8149,5262,2025-05-12 02:34:46
9233,2760,2025-05-12 02:34:46
2081,5082,2025-05-12 02:34:46
6441,8735,2025-05-12 02:34:46
3651,3223,2025-05-12 02:34:46
1399,9622,2025-05-12 02:34:46
3708,9815,2025-05-12 02:34:46
7854,9892,2025-05-12 02:34:46
5845,9621,2025-05-12 02:34:46
363,3766,2025-05-12 02:34:46
4285,2979,2025-05-12 02:34:46
8143,4704,2025-05-12 02:34:46
6152,8570,2025-05-12 02:34:46
3602,3497,2025-05-12 02:34:46
3067,7309,2025-05-12 02:34:46
5855,8415,2025-05-12 02:34:46
3634,4102,2025-05-12 02:34:46
6339,2213,2025-05-12 02:34:46
7726,5125,2025-05-12 02:34:46
9745,5471,2025-05-12 02:34:46
5612,3834,2025-05-12 02:34:46
8915,5611,2025-05-12 02:34:46
8875,9100,2025-05-12 02:34:46
8381,5410,2025-05-12 02:34:46
9360,2888,2025-05-12 02:34:46
2415,6196,2025-05-12 02:34:46
1628,1734,2025-05-12 02:34:46
9200,4193,2025-05-12 02:34:46
142,1056,2025-05-12 02:34:46
9889,9330,2025-05-12 02:34:46
6614,5767,2025-05-12 02:34:46
6650,7617,2025-05-12 02:34:46
6819,2829,2025-05-12 02:34:46
9710,3202,2025-05-12 02:34:46
3107,8373,2025-05-12 02:34:46
1642,4268,2025-05-12 02:34:46
3234,5743,2025-05-12 02:34:46
6653,7705,2025-05-12 02:34:46
7296,4715,2025-05-12 02:34:46
8754,2242,2025-05-12 02:34:46
646,9176,2025-05-12 02:34:46
3488,1164,2025-05-12 02:34:46
451,2536,2025-05-12 02:34:46
7181,1705,2025-05-12 02:34:46
2377,9579,2025-05-12 02:34:46
536,4668,2025-05-12 02:34:46
8774,2474,2025-05-12 02:34:46
1874,5007,2025-05-12 02:34:46
6644,9873,2025-05-12 02:34:46
9368,7532,2025-05-12 02:34:46
8188,9247,2025-05-12 02:34:46
1259,8921,2025-05-12 02:34:46
232,5278,2025-05-12 02:34:46
3074,1996,2025-05-12 02:34:46
6314,8422,2025-05-12 02:34:46
2298,7068,2025-05-12 02:34:46
6821,4487,2025-05-12 02:34:46
8913,3642,2025-05-12 02:34:46
7947,1831,2025-05-12 02:34:46
782,2020,2025-05-12 02:34:46
3328,3909,2025-05-12 02:34:46
6181,2086,2025-05-12 02:34:46
7493,4456,2025-05-12 02:34:46
6728,2902,2025-05-12 02:34:46
387,6032,2025-05-12 02:34:46
6799,7494,2025-05-12 02:34:46
5686,7099,2025-05-12 02:34:46
6834,4450,2025-05-12 02:34:46
8667,2651,2025-05-12 02:34:46
3174,1324,2025-05-12 02:34:46
2285,1307,2025-05-12 02:34:46
4855,3923,2025-05-12 02:34:46
1676,8771,2025-05-12 02:34:46
8149,5352,2025-05-12 02:34:46
9738,4761,2025-05-12 02:34:46
1685,6295,2025-05-12 02:34:46
4367,4761,2025-05-12 02:34:46
7797,6801,2025-05-12 02:34:46
8843,5386,2025-05-12 02:34:46
7839,5117,2025-05-12 02:34:46
9357,3752,2025-05-12 02:34:46
7222,7240,2025-05-12 02:34:46
3007,4806,2025-05-12 02:34:46
2130,8162,2025-05-12 02:34:46
3402,3819,2025-05-12 02:34:46
5459,8107,2025-05-12 02:34:46
3108,2664,2025-05-12 02:34:46
9921,4651,2025-05-12 02:34:46
524,1401,2025-05-12 02:34:46
660,2765,2025-05-12 02:34:46
7826,3921,2025-05-12 02:34:46
2755,4627,2025-05-12 02:34:46
1893,7634,2025-05-12 02:34:46
1179,4402,2025-05-12 02:34:46
5365,5932,2025-05-12 02:34:46
1310,1097,2025-05-12 02:34:46
6610,3453,2025-05-12 02:34:46
3799,1734,2025-05-12 02:34:46
2685,1876,2025-05-12 02:34:46
6818,2047,2025-05-12 02:34:46
5370,4020,2025-05-12 02:34:46
670,3951,2025-05-12 02:34:46
4388,2888,2025-05-12 02:34:46
7332,1324,2025-05-12 02:34:46
9811,8173,2025-05-12 02:34:46
419,8365,2025-05-12 02:34:46
9662,4382,2025-05-12 02:34:46
9805,7972,2025-05-12 02:34:46
9323,4034,2025-05-12 02:34:46
8891,4902,2025-05-12 02:34:46
5009,2830,2025-05-12 02:34:46
5147,9667,2025-05-12 02:34:46
2711,5196,2025-05-12 02:34:46
5185,2738,2025-05-12 02:34:46
4105,5256,2025-05-12 02:34:46
1335,3233,2025-05-12 02:34:46
8408,5131,2025-05-12 02:34:46
7731,5393,2025-05-12 02:34:46
1217,2292,2025-05-12 02:34:46
3532,4013,2025-05-12 02:34:46
6148,1625,2025-05-12 02:34:46
5031,3762,2025-05-12 02:34:46
254,2853,2025-05-12 02:34:46
9536,2350,2025-05-12 02:34:46
8894,9972,2025-05-12 02:34:46
3164,6319,2025-05-12 02:34:46
61,3316,2025-05-12 02:34:46
2687,6140,2025-05-12 02:34:46
500,5825,2025-05-12 02:34:46
5310,1418,2025-05-12 02:34:46
6394,1517,2025-05-12 02:34:46
3696,7074,2025-05-12 02:34:46
2661,3749,2025-05-12 02:34:46
7295,7576,2025-05-12 02:34:46
4651,2197,2025-05-12 02:34:46
2703,9569,2025-05-12 02:34:46
9499,9037,2025-05-12 02:34:46
6156,4587,2025-05-12 02:34:46
1464,5824,2025-05-12 02:34:46
2413,6383,2025-05-12 02:34:46
2673,5872,2025-05-12 02:34:46
9055,9127,2025-05-12 02:34:46
7988,3560,2025-05-12 02:34:46
264,3506,2025-05-12 02:34:46
3131,7569,2025-05-12 02:34:46
7108,4273,2025-05-12 02:34:46
6865,4070,2025-05-12 02:34:46
6465,2878,2025-05-12 02:34:46
1045,9062,2025-05-12 02:34:46
1660,2280,2025-05-12 02:34:46
2137,6773,2025-05-12 02:34:46
5664,9167,2025-05-12 02:34:46
8384,5222,2025-05-12 02:34:46
8309,7719,2025-05-12 02:34:46
2406,9668,2025-05-12 02:34:46
939,6218,2025-05-12 02:34:46
6176,4133,2025-05-12 02:34:46
8883,4570,2025-05-12 02:34:46
3189,4638,2025-05-12 02:34:46
650,2004,2025-05-12 02:34:46
3634,5337,2025-05-12 02:34:46
3199,2378,2025-05-12 02:34:46
8064,6151,2025-05-12 02:34:46
4429,5473,2025-05-12 02:34:46
1566,3625,2025-05-12 02:34:46
9888,1619,2025-05-12 02:34:46
3778,7139,2025-05-12 02:34:46
2776,4073,2025-05-12 02:34:46
8748,4144,2025-05-12 02:34:46
1227,6085,2025-05-12 02:34:46
4576,6331,2025-05-12 02:34:46
5895,2530,2025-05-12 02:34:46
822,9101,2025-05-12 02:34:46
2547,6154,2025-05-12 02:34:46
998,8023,2025-05-12 02:34:46
6030,7062,2025-05-12 02:34:46
5592,7973,2025-05-12 02:34:46
1967,6930,2025-05-12 02:34:46
7047,5918,2025-05-12 02:34:46
6185,5073,2025-05-12 02:34:46
4080,7137,2025-05-12 02:34:46
1858,8947,2025-05-12 02:34:46
8579,6761,2025-05-12 02:34:46
6272,2938,2025-05-12 02:34:46
1954,3977,2025-05-12 02:34:46
679,4122,2025-05-12 02:34:46
5310,6526,2025-05-12 02:34:46
4777,5912,2025-05-12 02:34:46
2963,8595,2025-05-12 02:34:46
3310,2104,2025-05-12 02:34:46
6209,7624,2025-05-12 02:34:46
8177,8921,2025-05-12 02:34:46
9478,1883,2025-05-12 02:34:46
6476,9488,2025-05-12 02:34:46
7733,1331,2025-05-12 02:34:46
8645,2903,2025-05-12 02:34:46
4644,7184,2025-05-12 02:34:46
426,2364,2025-05-12 02:34:46
6302,7264,2025-05-12 02:34:46
5897,8741,2025-05-12 02:34:46
5321,1715,2025-05-12 02:34:46
8015,7917,2025-05-12 02:34:46
4389,8994,2025-05-12 02:34:46
1250,9640,2025-05-12 02:34:46
4253,3214,2025-05-12 02:34:46
9548,1320,2025-05-12 02:34:46
3138,5155,2025-05-12 02:34:46
3675,5069,2025-05-12 02:34:46
1585,4921,2025-05-12 02:34:46
7031,2875,2025-05-12 02:34:46
9326,1339,2025-05-12 02:34:47
3910,8574,2025-05-12 02:34:47
352,6860,2025-05-12 02:34:47
1501,8171,2025-05-12 02:34:47
5343,3523,2025-05-12 02:34:47
7995,2403,2025-05-12 02:34:47
3815,4954,2025-05-12 02:34:47
528,9508,2025-05-12 02:34:47
5686,1059,2025-05-12 02:34:47
3275,6558,2025-05-12 02:34:47
1054,7068,2025-05-12 02:34:47
553,3281,2025-05-12 02:34:47
1019,7737,2025-05-12 02:34:47
4375,9473,2025-05-12 02:34:47
3953,2363,2025-05-12 02:34:47
5720,4646,2025-05-12 02:34:47
3100,4007,2025-05-12 02:34:47
7413,7333,2025-05-12 02:34:47
2946,4257,2025-05-12 02:34:47
9260,5893,2025-05-12 02:34:47
9408,1655,2025-05-12 02:34:47
5417,5408,2025-05-12 02:34:47
8244,6867,2025-05-12 02:34:47
7870,9808,2025-05-12 02:34:47
5327,7544,2025-05-12 02:34:47
380,1075,2025-05-12 02:34:47
9280,6529,2025-05-12 02:34:47
2885,6388,2025-05-12 02:34:47
1287,8621,2025-05-12 02:34:47
8481,7298,2025-05-12 02:34:47
9553,7087,2025-05-12 02:34:47
5166,5981,2025-05-12 02:34:47
2177,4852,2025-05-12 02:34:47
4872,2363,2025-05-12 02:34:47
2960,1229,2025-05-12 02:34:47
2396,2091,2025-05-12 02:34:47
8880,1681,2025-05-12 02:34:47
7148,4119,2025-05-12 02:34:47
5890,9143,2025-05-12 02:34:47
7574,1650,2025-05-12 02:34:47
892,3060,2025-05-12 02:34:47
8773,7294,2025-05-12 02:34:47
8654,3055,2025-05-12 02:34:47
5458,1394,2025-05-12 02:34:47
5819,7999,2025-05-12 02:34:47
1430,4436,2025-05-12 02:34:47
4802,3297,2025-05-12 02:34:47
8360,4723,2025-05-12 02:34:47
5608,6066,2025-05-12 02:34:47
1321,9745,2025-05-12 02:34:47
4624,4567,2025-05-12 02:34:47
5951,8073,2025-05-12 02:34:47
1446,4284,2025-05-12 02:34:47
3911,8745,2025-05-12 02:34:47
1297,1599,2025-05-12 02:34:47
9443,5692,2025-05-12 02:34:47
7739,3748,2025-05-12 02:34:47
2055,1997,2025-05-12 02:34:47
9378,4205,2025-05-12 02:34:47
9680,7938,2025-05-12 02:34:47
9511,4981,2025-05-12 02:34:47
3587,5195,2025-05-12 02:34:47
2548,8878,2025-05-12 02:34:47
6126,4929,2025-05-12 02:34:47
3453,4748,2025-05-12 02:34:47
468,9857,2025-05-12 02:34:47
7807,9557,2025-05-12 02:34:47
4121,2871,2025-05-12 02:34:47
8036,4545,2025-05-12 02:34:47
5591,6519,2025-05-12 02:34:47
3896,1967,2025-05-12 02:34:47
3693,5711,2025-05-12 02:34:47
5100,9810,2025-05-12 02:34:47
3651,8994,2025-05-12 02:34:47
3464,1601,2025-05-12 02:34:47
2954,3483,2025-05-12 02:34:47
4941,6778,2025-05-12 02:34:47
7285,7443,2025-05-12 02:34:47
3943,8412,2025-05-12 02:34:47
9353,2848,2025-05-12 02:34:47
2210,5400,2025-05-12 02:34:47
7818,4976,2025-05-12 02:34:47
8642,9954,2025-05-12 02:34:47
3824,9344,2025-05-12 02:34:47
4885,6946,2025-05-12 02:34:47
8385,2889,2025-05-12 02:34:47
5345,1381,2025-05-12 02:34:47
6089,9250,2025-05-12 02:34:47
7573,1323,2025-05-12 02:34:47
9081,4890,2025-05-12 02:34:47
4374,9008,2025-05-12 02:34:47
1371,1142,2025-05-12 02:34:47
6679,3624,2025-05-12 02:34:47
4549,4595,2025-05-12 02:34:47
6326,9681,2025-05-12 02:34:47
9251,7585,2025-05-12 02:34:47
8832,2987,2025-05-12 02:34:47
4548,6499,2025-05-12 02:34:47
6910,6593,2025-05-12 02:34:47
349,3786,2025-05-12 02:34:47
4436,3602,2025-05-12 02:34:47
1148,7359,2025-05-12 02:34:47
1886,8407,2025-05-12 02:34:47
5498,3515,2025-05-12 02:34:47
7481,9117,2025-05-12 02:34:47
2657,6600,2025-05-12 02:34:47
3145,7347,2025-05-12 02:34:47
5832,8199,2025-05-12 02:34:47
2503,8661,2025-05-12 02:34:47
5057,9769,2025-05-12 02:34:47
3552,8673,2025-05-12 02:34:47
1974,4861,2025-05-12 02:34:47
5531,5303,2025-05-12 02:34:47
7317,3013,2025-05-12 02:34:47
9238,9528,2025-05-12 02:34:47
9667,9915,2025-05-12 02:34:47
530,3636,2025-05-12 02:34:47
3058,6849,2025-05-12 02:34:47
3323,7406,2025-05-12 02:34:47
5621,7073,2025-05-12 02:34:47
6883,4749,2025-05-12 02:34:47
184,8577,2025-05-12 02:34:47
1549,3234,2025-05-12 02:34:47
7769,2252,2025-05-12 02:34:47
3657,4693,2025-05-12 02:34:47
9554,5909,2025-05-12 02:34:47
8614,7032,2025-05-12 02:34:47
7676,8439,2025-05-12 02:34:47
8308,7063,2025-05-12 02:34:47
8763,4242,2025-05-12 02:34:47
1726,8036,2025-05-12 02:34:47
3918,6518,2025-05-12 02:34:47
8907,6521,2025-05-12 02:34:47
3958,2243,2025-05-12 02:34:47
5037,1934,2025-05-12 02:34:47
84,7571,2025-05-12 02:34:47
6259,9449,2025-05-12 02:34:47
8165,3392,2025-05-12 02:34:47
8798,6412,2025-05-12 02:34:47
3675,1300,2025-05-12 02:34:47
645,2999,2025-05-12 02:34:47
9176,9289,2025-05-12 02:34:47
8527,5502,2025-05-12 02:34:47
9434,2944,2025-05-12 02:34:47
2500,6416,2025-05-12 02:34:47
2592,5412,2025-05-12 02:34:47
6739,9087,2025-05-12 02:34:47
4713,6943,2025-05-12 02:34:47
8884,5143,2025-05-12 02:34:47
6372,8242,2025-05-12 02:34:47
1118,2303,2025-05-12 02:34:47
3891,5595,2025-05-12 02:34:47
3859,4576,2025-05-12 02:34:47
8294,9591,2025-05-12 02:34:47
2852,6058,2025-05-12 02:34:47
9547,1783,2025-05-12 02:34:47
5714,6358,2025-05-12 02:34:47
2631,5763,2025-05-12 02:34:47
8570,7271,2025-05-12 02:34:47
9135,5290,2025-05-12 02:34:47
6434,8078,2025-05-12 02:34:47
25,6874,2025-05-12 02:34:47
2563,3907,2025-05-12 02:34:47
8467,3377,2025-05-12 02:34:47
7807,1998,2025-05-12 02:34:47
2126,7570,2025-05-12 02:34:47
126,8851,2025-05-12 02:34:47
3247,1053,2025-05-12 02:34:47
556,3341,2025-05-12 02:34:47
1342,9010,2025-05-12 02:34:47
481,6129,2025-05-12 02:34:47
7057,8366,2025-05-12 02:34:47
9755,4796,2025-05-12 02:34:47
1826,6827,2025-05-12 02:34:47
6897,5550,2025-05-12 02:34:47
4594,8019,2025-05-12 02:34:47
5215,3407,2025-05-12 02:34:47
7734,1577,2025-05-12 02:34:47
9,8304,2025-05-12 02:34:47
556,8584,2025-05-12 02:34:47
473,7369,2025-05-12 02:34:47
3973,8766,2025-05-12 02:34:47
1229,1228,2025-05-12 02:34:47
7584,7441,2025-05-12 02:34:47
3035,4331,2025-05-12 02:34:47
9404,6322,2025-05-12 02:34:47
1360,9150,2025-05-12 02:34:47
1203,8959,2025-05-12 02:34:47
613,6875,2025-05-12 02:34:47
806,4999,2025-05-12 02:34:47
9801,6105,2025-05-12 02:34:47
8960,8003,2025-05-12 02:34:47
2030,7122,2025-05-12 02:34:47
7925,9295,2025-05-12 02:34:47
2309,4502,2025-05-12 02:34:47
2535,1898,2025-05-12 02:34:47
7385,4537,2025-05-12 02:34:47
7499,6130,2025-05-12 02:34:47
6010,3648,2025-05-12 02:34:47
6689,5150,2025-05-12 02:34:47
2994,2019,2025-05-12 02:34:47
6685,1021,2025-05-12 02:34:47
68,1238,2025-05-12 02:34:47
1123,5334,2025-05-12 02:34:47
715,9212,2025-05-12 02:34:47
3479,1018,2025-05-12 02:34:47
9666,8439,2025-05-12 02:34:47
2335,7187,2025-05-12 02:34:47
7371,6603,2025-05-12 02:34:47
9020,6777,2025-05-12 02:34:47
5041,6350,2025-05-12 02:34:47
4602,5656,2025-05-12 02:34:47
2065,5320,2025-05-12 02:34:48
7808,5173,2025-05-12 02:34:48
9765,5419,2025-05-12 02:34:48
5259,2405,2025-05-12 02:34:48
2032,5923,2025-05-12 02:34:48
1263,9909,2025-05-12 02:34:48
5708,8955,2025-05-12 02:34:48
7077,8975,2025-05-12 02:34:48
3081,8937,2025-05-12 02:34:48
4853,8026,2025-05-12 02:34:48
4478,9070,2025-05-12 02:34:48
1403,1100,2025-05-12 02:34:48
6351,2274,2025-05-12 02:34:48
8031,6313,2025-05-12 02:34:48
5430,9490,2025-05-12 02:34:48
881,6491,2025-05-12 02:34:48
7868,1930,2025-05-12 02:34:48
1565,5249,2025-05-12 02:34:48
8915,1368,2025-05-12 02:34:48
5301,5748,2025-05-12 02:34:48
479,6907,2025-05-12 02:34:48
1383,7499,2025-05-12 02:34:48
1962,8329,2025-05-12 02:34:48
4832,9756,2025-05-12 02:34:48
4151,2406,2025-05-12 02:34:48
5367,2926,2025-05-12 02:34:48
4604,6937,2025-05-12 02:34:48
9174,6469,2025-05-12 02:34:48
2865,6483,2025-05-12 02:34:48
1872,1969,2025-05-12 02:34:48
9770,6056,2025-05-12 02:34:48
8782,7347,2025-05-12 02:34:48
8921,4098,2025-05-12 02:34:48
453,2742,2025-05-12 02:34:48
8321,6217,2025-05-12 02:34:48
4023,3447,2025-05-12 02:34:48
1531,9544,2025-05-12 02:34:48
2879,6319,2025-05-12 02:34:48
919,7173,2025-05-12 02:34:48
1543,7421,2025-05-12 02:34:48
1048,4449,2025-05-12 02:34:48
6021,8742,2025-05-12 02:34:48
4954,9065,2025-05-12 02:34:48
9945,3555,2025-05-12 02:34:48
4363,3964,2025-05-12 02:34:48
3381,7320,2025-05-12 02:34:48
