_id,codigo_curso,id_estudiante,id_nota,profesor_id
68213da9ab6af0e77ad8b082,CUR9648,EST524562,131,PROF548
68213da9ab6af0e77ad8b083,CUR2864,EST765256,132,PROF442
68213da9ab6af0e77ad8b084,CUR3026,EST162780,133,PROF520
68213da9ab6af0e77ad8b085,CUR4841,EST345559,134,PROF401
68213da9ab6af0e77ad8b086,CUR3147,EST135124,135,PROF996
68213da9ab6af0e77ad8b087,CUR1885,EST493811,136,PROF119
68213da9ab6af0e77ad8b088,CUR6193,EST775980,137,PROF813
68213da9ab6af0e77ad8b089,CUR4196,EST546907,138,PROF607
68213da9ab6af0e77ad8b08a,CUR9186,EST769333,139,PROF189
68213da9ab6af0e77ad8b08b,CUR7557,EST958837,140,PROF629
68213da9ab6af0e77ad8b08c,CUR3075,EST330635,141,PROF445
68213da9ab6af0e77ad8b08d,CUR1891,EST694800,142,PROF922
68213da9ab6af0e77ad8b08e,CUR8806,EST530146,143,PROF878
68213da9ab6af0e77ad8b08f,CUR8073,EST946423,144,PROF810
68213da9ab6af0e77ad8b090,CUR4484,EST513859,145,PROF888
68213da9ab6af0e77ad8b091,CUR8301,EST262204,146,PROF901
68213da9ab6af0e77ad8b092,CUR5142,EST622257,147,PROF276
68213da9ab6af0e77ad8b093,CUR2653,EST104081,148,PROF627
68213da9ab6af0e77ad8b094,CUR1275,EST267698,149,PROF561
68213da9ab6af0e77ad8b095,CUR5584,EST236208,150,PROF148
68213da9ab6af0e77ad8b096,CUR5003,EST571089,151,PROF848
68213da9ab6af0e77ad8b097,CUR2050,EST945523,152,PROF667
68213da9ab6af0e77ad8b098,CUR7513,EST925218,153,PROF718
68213da9ab6af0e77ad8b099,CUR3848,EST720165,154,PROF522
68213da9ab6af0e77ad8b09a,CUR5052,EST362551,155,PROF292
68213da9ab6af0e77ad8b09b,CUR4398,EST977991,156,PROF275
68213da9ab6af0e77ad8b09c,CUR4033,EST632526,157,PROF155
68213da9ab6af0e77ad8b09d,CUR7451,EST824303,158,PROF389
68213da9ab6af0e77ad8b09e,CUR5367,EST506843,159,PROF123
68213da9ab6af0e77ad8b09f,CUR8008,EST254062,160,PROF339
68213da9ab6af0e77ad8b0a0,CUR9711,EST311578,161,PROF822
68213da9ab6af0e77ad8b0a1,CUR4488,EST892707,162,PROF851
68213da9ab6af0e77ad8b0a2,CUR4132,EST703955,163,PROF958
68213da9ab6af0e77ad8b0a3,CUR2039,EST224556,164,PROF257
68213da9ab6af0e77ad8b0a4,CUR3056,EST679102,165,PROF532
68213da9ab6af0e77ad8b0a5,CUR3868,EST780479,166,PROF897
68213da9ab6af0e77ad8b0a6,CUR7558,EST657091,167,PROF907
68213da9ab6af0e77ad8b0a7,CUR3302,EST118581,168,PROF856
68213da9ab6af0e77ad8b0a8,CUR9368,EST793251,169,PROF186
68213da9ab6af0e77ad8b0a9,CUR1537,EST737293,170,PROF234
68213da9ab6af0e77ad8b0aa,CUR8227,EST919549,171,PROF629
68213da9ab6af0e77ad8b0ab,CUR9520,EST469260,172,PROF420
68213da9ab6af0e77ad8b0ac,CUR1750,EST489786,173,PROF200
68213da9ab6af0e77ad8b0ad,CUR7499,EST509332,174,PROF124
68213da9ab6af0e77ad8b0ae,CUR1633,EST899717,175,PROF583
68213da9ab6af0e77ad8b0af,CUR3122,EST600340,176,PROF107
68213da9ab6af0e77ad8b0b0,CUR6209,EST289407,177,PROF882
68213da9ab6af0e77ad8b0b1,CUR8358,EST470528,178,PROF143
68213da9ab6af0e77ad8b0b2,CUR5614,EST176096,179,PROF365
68213da9ab6af0e77ad8b0b3,CUR3588,EST224588,180,PROF209
68213da9ab6af0e77ad8b0b4,CUR4605,EST667718,181,PROF543
68213da9ab6af0e77ad8b0b5,CUR9332,EST655109,182,PROF586
68213da9ab6af0e77ad8b0b6,CUR8022,EST141181,183,PROF289
68213da9ab6af0e77ad8b0b7,CUR9080,EST616555,184,PROF703
68213da9ab6af0e77ad8b0b8,CUR6993,EST203492,185,PROF731
68213da9ab6af0e77ad8b0b9,CUR4099,EST773697,186,PROF376
68213da9ab6af0e77ad8b0ba,CUR6864,EST814878,187,PROF890
68213da9ab6af0e77ad8b0bb,CUR2256,EST792323,188,PROF345
68213da9ab6af0e77ad8b0bc,CUR3276,EST105348,189,PROF826
68213da9ab6af0e77ad8b0bd,CUR4450,EST755473,190,PROF590
68213da9ab6af0e77ad8b0be,CUR6961,EST546474,191,PROF708
68213da9ab6af0e77ad8b0bf,CUR2853,EST570595,192,PROF290
68213da9ab6af0e77ad8b0c0,CUR2018,EST445995,193,PROF409
68213da9ab6af0e77ad8b0c1,CUR6527,EST717671,194,PROF527
68213da9ab6af0e77ad8b0c2,CUR4007,EST401588,195,PROF540
68213da9ab6af0e77ad8b0c3,CUR2630,EST649143,196,PROF835
68213da9ab6af0e77ad8b0c4,CUR3895,EST162273,197,PROF688
68213da9ab6af0e77ad8b0c5,CUR5212,EST485340,198,PROF451
68213da9ab6af0e77ad8b0c6,CUR3828,EST187101,199,PROF252
68213da9ab6af0e77ad8b0c7,CUR3133,EST669082,200,PROF230
68213da9ab6af0e77ad8b0c8,CUR7540,EST829319,201,PROF608
68213da9ab6af0e77ad8b0c9,CUR5532,EST844147,202,PROF578
68213da9ab6af0e77ad8b0ca,CUR5048,EST390702,203,PROF842
68213da9ab6af0e77ad8b0cb,CUR3547,EST488775,204,PROF163
68213da9ab6af0e77ad8b0cc,CUR5653,EST875386,205,PROF196
68213da9ab6af0e77ad8b0cd,CUR2320,EST290423,206,PROF804
68213da9ab6af0e77ad8b0ce,CUR3816,EST487745,207,PROF943
68213da9ab6af0e77ad8b0cf,CUR3833,EST558460,208,PROF130
68213da9ab6af0e77ad8b0d0,CUR2519,EST886966,209,PROF775
68213da9ab6af0e77ad8b0d1,CUR9709,EST725001,210,PROF773
68213da9ab6af0e77ad8b0d2,CUR1452,EST110499,211,PROF695
68213da9ab6af0e77ad8b0d3,CUR8840,EST846619,212,PROF863
68213da9ab6af0e77ad8b0d4,CUR4676,EST171003,213,PROF341
68213da9ab6af0e77ad8b0d5,CUR8948,EST956948,214,PROF505
68213da9ab6af0e77ad8b0d6,CUR9060,EST160303,215,PROF348
68213da9ab6af0e77ad8b0d7,CUR6400,EST400461,216,PROF542
68213da9ab6af0e77ad8b0d8,CUR3734,EST496196,217,PROF524
68213da9ab6af0e77ad8b0d9,CUR6299,EST900616,218,PROF609
68213da9ab6af0e77ad8b0da,CUR4384,EST797487,219,PROF538
68213da9ab6af0e77ad8b0db,CUR1114,EST838672,220,PROF717
68213da9ab6af0e77ad8b0dc,CUR9292,EST302607,221,PROF811
68213da9ab6af0e77ad8b0dd,CUR3720,EST628526,222,PROF554
68213da9ab6af0e77ad8b0de,CUR9211,EST130064,223,PROF135
68213da9ab6af0e77ad8b0df,CUR5806,EST743965,224,PROF998
68213da9ab6af0e77ad8b0e0,CUR4738,EST595958,225,PROF379
68213da9ab6af0e77ad8b0e1,CUR8036,EST293405,226,PROF728
68213da9ab6af0e77ad8b0e2,CUR5649,EST877638,227,PROF267
68213da9ab6af0e77ad8b0e3,CUR9980,EST918947,228,PROF960
68213da9ab6af0e77ad8b0e4,CUR9644,EST878378,229,PROF369
68213da9ab6af0e77ad8b0e5,CUR2450,EST804887,230,PROF611
68213da9ab6af0e77ad8b0e6,CUR8113,EST116536,231,PROF239
68213da9ab6af0e77ad8b0e7,CUR4822,EST220420,232,PROF377
68213da9ab6af0e77ad8b0e8,CUR4010,EST321524,233,PROF551
68213da9ab6af0e77ad8b0e9,CUR2249,EST155768,234,PROF953
68213da9ab6af0e77ad8b0ea,CUR3028,EST879199,235,PROF878
68213da9ab6af0e77ad8b0eb,CUR8939,EST912248,236,PROF639
68213da9ab6af0e77ad8b0ec,CUR7045,EST196221,237,PROF187
68213da9ab6af0e77ad8b0ed,CUR1864,EST955896,238,PROF807
68213da9ab6af0e77ad8b0ee,CUR8334,EST252951,239,PROF722
68213da9ab6af0e77ad8b0ef,CUR3241,EST670581,240,PROF450
68213da9ab6af0e77ad8b0f0,CUR4620,EST292873,241,PROF687
68213da9ab6af0e77ad8b0f1,CUR2824,EST165486,242,PROF981
68213da9ab6af0e77ad8b0f2,CUR1293,EST203611,243,PROF938
68213da9ab6af0e77ad8b0f3,CUR9467,EST693710,244,PROF412
68213da9ab6af0e77ad8b0f4,CUR8657,EST175682,245,PROF420
68213da9ab6af0e77ad8b0f5,CUR5993,EST456364,246,PROF111
68213da9ab6af0e77ad8b0f6,CUR7753,EST716790,247,PROF177
68213da9ab6af0e77ad8b0f7,CUR8064,EST153904,248,PROF368
68213da9ab6af0e77ad8b0f8,CUR5755,EST265200,249,PROF924
68213da9ab6af0e77ad8b0f9,CUR9179,EST881579,250,PROF296
68213da9ab6af0e77ad8b0fa,CUR8238,EST558290,251,PROF937
68213da9ab6af0e77ad8b0fb,CUR7611,EST295883,252,PROF801
68213da9ab6af0e77ad8b0fc,CUR9752,EST486588,253,PROF638
68213da9ab6af0e77ad8b0fd,CUR9169,EST437171,254,PROF935
68213da9ab6af0e77ad8b0fe,CUR6495,EST998995,255,PROF652
68213da9ab6af0e77ad8b0ff,CUR7748,EST322931,256,PROF454
68213da9ab6af0e77ad8b100,CUR8419,EST365125,257,PROF368
68213da9ab6af0e77ad8b101,CUR7801,EST829682,258,PROF236
68213da9ab6af0e77ad8b102,CUR4341,EST421524,259,PROF636
68213da9ab6af0e77ad8b103,CUR8899,EST569913,260,PROF536
68213da9ab6af0e77ad8b104,CUR4330,EST335867,261,PROF122
68213da9ab6af0e77ad8b105,CUR9069,EST743109,262,PROF232
68213da9ab6af0e77ad8b106,CUR5489,EST975091,263,PROF558
68213da9ab6af0e77ad8b107,CUR7389,EST875835,264,PROF363
68213da9ab6af0e77ad8b108,CUR2362,EST178614,265,PROF853
68213da9ab6af0e77ad8b109,CUR4221,EST913892,266,PROF451
68213da9ab6af0e77ad8b10a,CUR6290,EST485443,267,PROF981
68213da9ab6af0e77ad8b10b,CUR7249,EST918235,268,PROF397
68213da9ab6af0e77ad8b10c,CUR5892,EST418171,269,PROF243
68213da9ab6af0e77ad8b10d,CUR9728,EST470600,270,PROF816
68213da9ab6af0e77ad8b10e,CUR4892,EST740922,271,PROF169
68213da9ab6af0e77ad8b10f,CUR5810,EST134146,272,PROF275
68213da9ab6af0e77ad8b110,CUR5495,EST196520,273,PROF598
68213da9ab6af0e77ad8b111,CUR2760,EST874501,274,PROF189
68213da9ab6af0e77ad8b112,CUR3575,EST104289,275,PROF536
68213da9ab6af0e77ad8b113,CUR7567,EST407735,276,PROF625
68213da9ab6af0e77ad8b114,CUR2335,EST958927,277,PROF888
68213da9ab6af0e77ad8b115,CUR5545,EST155418,278,PROF310
68213da9ab6af0e77ad8b116,CUR8261,EST190545,279,PROF821
68213da9ab6af0e77ad8b117,CUR7697,EST660889,280,PROF452
68213da9ab6af0e77ad8b118,CUR9639,EST518437,281,PROF383
68213da9ab6af0e77ad8b119,CUR9083,EST500086,282,PROF551
68213da9ab6af0e77ad8b11a,CUR8907,EST574091,283,PROF560
68213da9ab6af0e77ad8b11b,CUR4944,EST352265,284,PROF836
68213da9ab6af0e77ad8b11c,CUR2018,EST167558,285,PROF741
68213da9ab6af0e77ad8b11d,CUR1446,EST439012,286,PROF233
68213da9ab6af0e77ad8b11e,CUR5175,EST451973,287,PROF642
68213da9ab6af0e77ad8b11f,CUR2532,EST302180,288,PROF392
68213da9ab6af0e77ad8b120,CUR9714,EST843648,289,PROF304
68213da9ab6af0e77ad8b121,CUR7732,EST972115,290,PROF235
68213da9ab6af0e77ad8b122,CUR7223,EST984969,291,PROF377
68213da9ab6af0e77ad8b123,CUR4041,EST979928,292,PROF119
68213da9ab6af0e77ad8b124,CUR3983,EST715578,293,PROF703
68213da9ab6af0e77ad8b125,CUR1083,EST723800,294,PROF610
68213da9ab6af0e77ad8b126,CUR4265,EST551812,295,PROF370
68213da9ab6af0e77ad8b127,CUR6745,EST960766,296,PROF402
68213da9ab6af0e77ad8b128,CUR6543,EST320706,297,PROF447
68213da9ab6af0e77ad8b129,CUR5706,EST109437,298,PROF852
68213da9ab6af0e77ad8b12a,CUR6038,EST548059,299,PROF845
68213da9ab6af0e77ad8b12b,CUR8649,EST997405,300,PROF277
68213da9ab6af0e77ad8b12c,CUR7183,EST486266,301,PROF162
68213da9ab6af0e77ad8b12d,CUR2175,EST904359,302,PROF859
68213da9ab6af0e77ad8b12e,CUR1805,EST835197,303,PROF301
68213da9ab6af0e77ad8b12f,CUR4597,EST755354,304,PROF639
68213da9ab6af0e77ad8b130,CUR9177,EST469464,305,PROF678
68213da9ab6af0e77ad8b131,CUR9239,EST343779,306,PROF169
68213da9ab6af0e77ad8b132,CUR5566,EST358558,307,PROF504
68213da9ab6af0e77ad8b133,CUR2776,EST567710,308,PROF891
68213da9ab6af0e77ad8b134,CUR4073,EST139680,309,PROF453
68213da9ab6af0e77ad8b135,CUR4438,EST588122,310,PROF729
68213da9ab6af0e77ad8b136,CUR7055,EST820920,311,PROF368
68213da9ab6af0e77ad8b137,CUR8638,EST711947,312,PROF372
68213da9ab6af0e77ad8b138,CUR2923,EST215006,313,PROF861
68213da9ab6af0e77ad8b139,CUR1476,EST533831,314,PROF578
68213da9ab6af0e77ad8b13a,CUR8354,EST186853,315,PROF598
68213da9ab6af0e77ad8b13b,CUR6247,EST636394,316,PROF909
68213da9ab6af0e77ad8b13c,CUR8031,EST315142,317,PROF463
68213da9ab6af0e77ad8b13d,CUR7176,EST598713,318,PROF173
68213da9ab6af0e77ad8b13e,CUR8153,EST578781,319,PROF183
68213da9ab6af0e77ad8b13f,CUR9033,EST989747,320,PROF662
68213da9ab6af0e77ad8b140,CUR1244,EST215900,321,PROF166
68213da9ab6af0e77ad8b141,CUR1533,EST509829,322,PROF747
68213da9ab6af0e77ad8b142,CUR6857,EST468056,323,PROF205
68213da9ab6af0e77ad8b143,CUR2826,EST662423,324,PROF866
68213da9ab6af0e77ad8b144,CUR1693,EST414337,325,PROF285
68213da9ab6af0e77ad8b145,CUR4730,EST100219,326,PROF182
68213da9ab6af0e77ad8b146,CUR3880,EST823429,327,PROF302
68213da9ab6af0e77ad8b147,CUR7083,EST777297,328,PROF642
68213da9ab6af0e77ad8b148,CUR3449,EST371562,329,PROF322
68213da9ab6af0e77ad8b149,CUR4412,EST479559,330,PROF599
68213da9ab6af0e77ad8b14a,CUR3826,EST648168,331,PROF764
68213da9ab6af0e77ad8b14b,CUR2829,EST187580,332,PROF586
68213da9ab6af0e77ad8b14c,CUR7759,EST151076,333,PROF516
68213da9ab6af0e77ad8b14d,CUR8232,EST221583,334,PROF737
68213da9ab6af0e77ad8b14e,CUR4271,EST120087,335,PROF613
68213da9ab6af0e77ad8b14f,CUR1666,EST747917,336,PROF558
68213da9ab6af0e77ad8b150,CUR3748,EST523843,337,PROF830
68213da9ab6af0e77ad8b151,CUR7398,EST292956,338,PROF277
68213da9ab6af0e77ad8b152,CUR3822,EST928961,339,PROF131
68213da9ab6af0e77ad8b153,CUR8018,EST283896,340,PROF619
68213da9ab6af0e77ad8b154,CUR5285,EST863445,341,PROF726
68213da9ab6af0e77ad8b155,CUR4124,EST228461,342,PROF364
68213da9ab6af0e77ad8b156,CUR6565,EST203312,343,PROF803
68213da9ab6af0e77ad8b157,CUR3064,EST565544,344,PROF747
68213da9ab6af0e77ad8b158,CUR4839,EST477539,345,PROF805
68213da9ab6af0e77ad8b159,CUR5376,EST441546,346,PROF147
68213da9ab6af0e77ad8b15a,CUR2870,EST479598,347,PROF337
68213da9ab6af0e77ad8b15b,CUR1373,EST979159,348,PROF960
68213da9ab6af0e77ad8b15c,CUR6687,EST992851,349,PROF752
68213da9ab6af0e77ad8b15d,CUR9413,EST557250,350,PROF531
68213da9ab6af0e77ad8b15e,CUR3006,EST259800,351,PROF241
68213da9ab6af0e77ad8b15f,CUR7946,EST752930,352,PROF146
68213da9ab6af0e77ad8b160,CUR9166,EST526175,353,PROF853
68213da9ab6af0e77ad8b161,CUR4738,EST748695,354,PROF983
68213da9ab6af0e77ad8b162,CUR7196,EST593383,355,PROF840
68213da9ab6af0e77ad8b163,CUR4453,EST151923,356,PROF267
68213da9ab6af0e77ad8b164,CUR5783,EST492378,357,PROF169
68213da9ab6af0e77ad8b165,CUR9052,EST686515,358,PROF907
68213da9ab6af0e77ad8b166,CUR4424,EST183467,359,PROF336
68213da9ab6af0e77ad8b167,CUR2642,EST363696,360,PROF907
68213da9ab6af0e77ad8b168,CUR3353,EST304104,361,PROF196
68213da9ab6af0e77ad8b169,CUR3016,EST356283,362,PROF639
68213da9ab6af0e77ad8b16a,CUR9322,EST296431,363,PROF643
68213da9ab6af0e77ad8b16b,CUR8384,EST177987,364,PROF265
68213da9ab6af0e77ad8b16c,CUR3002,EST335917,365,PROF555
68213da9ab6af0e77ad8b16d,CUR6343,EST159801,366,PROF158
68213da9ab6af0e77ad8b16e,CUR9511,EST281650,367,PROF539
68213da9ab6af0e77ad8b16f,CUR5218,EST217416,368,PROF669
68213da9ab6af0e77ad8b170,CUR6780,EST243371,369,PROF911
68213da9ab6af0e77ad8b171,CUR4709,EST336377,370,PROF976
68213da9ab6af0e77ad8b172,CUR7019,EST794210,371,PROF277
68213da9ab6af0e77ad8b173,CUR4268,EST353187,372,PROF977
68213da9ab6af0e77ad8b174,CUR7459,EST765880,373,PROF466
68213da9ab6af0e77ad8b175,CUR5479,EST213631,374,PROF548
68213da9ab6af0e77ad8b176,CUR6924,EST128647,375,PROF936
68213da9ab6af0e77ad8b177,CUR9690,EST719802,376,PROF127
68213da9ab6af0e77ad8b178,CUR4835,EST300808,377,PROF264
68213da9ab6af0e77ad8b179,CUR3932,EST692129,378,PROF976
68213da9ab6af0e77ad8b17a,CUR2145,EST595019,379,PROF971
68213da9ab6af0e77ad8b17b,CUR8376,EST673122,380,PROF934
68213da9ab6af0e77ad8b17c,CUR5169,EST134348,381,PROF986
68213da9ab6af0e77ad8b17d,CUR2980,EST210953,382,PROF221
68213da9ab6af0e77ad8b17e,CUR9192,EST450364,383,PROF834
68213da9ab6af0e77ad8b17f,CUR5058,EST821903,384,PROF616
68213da9ab6af0e77ad8b180,CUR9165,EST212987,385,PROF413
68213da9ab6af0e77ad8b181,CUR9960,EST457577,386,PROF284
68213da9ab6af0e77ad8b182,CUR3840,EST853642,387,PROF853
68213da9ab6af0e77ad8b183,CUR1763,EST709071,388,PROF566
68213da9ab6af0e77ad8b184,CUR3659,EST585368,389,PROF160
68213da9ab6af0e77ad8b185,CUR3886,EST685504,390,PROF958
